Respondent ID,Age Group,Education,Income Bracket,Living Area,Prior ADR Exposure,Tech Familiarity (1-5),General ADR Attitude (1-5),Privacy Concerns,Safety Concerns,Job Displacement,Public Space Impact,Reliability Concerns
1831,61+,Graduate Degree,<30k,Urban,Seen,2.2,3.5,3.8,3.9,3.3,4.7,3.3
1832,61+,Some College,30k-60k,Urban,Seen,3.3,3.9,3.5,4.6,3.3,4.9,4.3
1833,61+,Bachelor's,<30k,Suburban,None,4.5,3.8,3.2,5.0,5.0,4.1,4.0
1834,61+,High School,30k-60k,Suburban,None,4.9,3.5,3.8,4.6,4.8,4.0,4.7
1835,61+,Some College,<30k,Suburban,None,5.0,3.4,3.6,4.8,4.9,4.7,4.0
1836,61+,Bachelor's,60k-100k,Suburban,None,3.6,3.0,2.4,4.4,4.9,4.0,4.1
1837,61+,Graduate Degree,<30k,Suburban,None,3.1,3.0,2.8,3.9,4.2,4.7,3.6
1838,61+,Bachelor's,30k-60k,Urban,None,4.2,3.5,3.3,5.0,3.6,3.8,4.4
1839,61+,Graduate Degree,<30k,Urban,None,3.7,3.6,2.7,4.9,3.7,3.4,4.5
1840,61+,Bachelor's,60k-100k,Urban,None,5.0,2.5,2.7,5.0,3.4,4.7,3.8
1841,61+,Some College,100k-150k,Urban,None,4.4,3.3,3.2,4.5,4.9,5.0,4.7
1842,61+,Bachelor's,<30k,Urban,Seen,4.3,3.5,3.0,4.7,3.7,3.8,4.1
1843,61+,Some College,100k-150k,Rural,None,4.4,3.4,3.0,4.7,4.3,4.5,4.3
1844,61+,Graduate Degree,60k-100k,Urban,None,3.4,2.9,2.8,3.8,3.5,3.6,3.4
1845,61+,Bachelor's,>150k,Suburban,Seen,4.2,4.6,2.5,4.5,3.4,3.8,4.6
1846,61+,Bachelor's,>150k,Urban,Interacted,3.0,3.4,2.5,5.0,4.9,5.0,3.8
1847,61+,Some College,60k-100k,Urban,Seen,3.8,2.7,2.3,4.6,3.1,4.5,3.1
1848,61+,High School,100k-150k,Urban,None,3.6,3.6,3.5,4.7,4.5,4.9,3.5
1849,61+,Some College,30k-60k,Rural,Interacted,3.2,3.2,2.4,5.0,3.8,4.0,3.5
1850,61+,Some College,60k-100k,Urban,Seen,4.4,4.9,3.1,4.4,4.2,3.5,3.5
1851,61+,Some College,30k-60k,Urban,Interacted,4.8,4.3,3.2,4.9,4.5,4.8,3.2
1852,61+,Some College,60k-100k,Urban,Interacted,3.4,3.9,3.1,3.8,3.6,4.5,3.4
1853,61+,Bachelor's,30k-60k,Rural,Seen,4.0,3.6,3.4,5.0,4.2,3.9,4.0
1854,61+,Bachelor's,<30k,Urban,None,4.0,3.9,2.7,4.4,4.7,4.4,3.7
1855,61+,High School,<30k,Suburban,Seen,4.5,2.8,3.9,5.0,4.0,5.0,5.0
1856,61+,Graduate Degree,60k-100k,Urban,None,4.1,3.5,3.2,3.7,4.8,4.3,4.4
1857,61+,Bachelor's,60k-100k,Suburban,Seen,3.3,2.8,2.5,4.6,4.1,4.9,4.1
1858,61+,Bachelor's,30k-60k,Suburban,Seen,3.8,3.5,3.2,5.0,4.1,3.5,3.3
1859,61+,Some College,60k-100k,Urban,Seen,3.1,3.2,3.1,4.7,4.5,3.8,4.9
1860,61+,Graduate Degree,<30k,Suburban,Seen,3.5,3.5,2.2,5.0,5.0,4.3,5.0
1861,61+,Some College,100k-150k,Rural,None,4.5,2.6,2.8,5.0,3.7,3.2,3.3
1862,61+,Bachelor's,<30k,Rural,None,4.9,3.8,2.7,4.5,4.2,3.8,3.8
1863,61+,Graduate Degree,100k-150k,Suburban,None,4.5,3.7,4.1,4.3,3.8,4.3,3.9
1864,61+,Graduate Degree,30k-60k,Urban,None,3.8,3.1,2.7,4.4,3.8,3.7,4.3
1865,61+,Some College,<30k,Suburban,None,3.3,2.7,3.4,4.6,3.6,4.5,3.9
1866,61+,High School,60k-100k,Suburban,Seen,4.3,5.0,2.4,4.7,3.7,4.4,4.4
1867,61+,High School,>150k,Suburban,Seen,2.3,2.8,3.0,4.4,4.1,5.0,4.1
1868,61+,Some College,<30k,Rural,None,4.4,3.0,2.9,5.0,3.9,3.8,5.0
1869,61+,Graduate Degree,30k-60k,Urban,None,4.2,2.6,2.5,5.0,3.2,3.7,4.1
1870,61+,Graduate Degree,60k-100k,Rural,None,4.8,2.9,3.2,5.0,4.3,4.0,4.4
1871,61+,Bachelor's,100k-150k,Suburban,Interacted,3.2,3.9,3.5,4.9,3.6,3.9,4.8
1872,61+,Some College,100k-150k,Urban,None,2.8,3.5,2.4,5.0,4.8,4.4,4.0
1873,61+,Graduate Degree,60k-100k,Urban,Interacted,3.4,3.5,3.3,4.9,3.7,3.4,3.8
1874,61+,Bachelor's,60k-100k,Suburban,None,4.6,3.5,3.3,4.4,3.6,3.3,3.5
1875,61+,Some College,100k-150k,Urban,None,3.3,3.2,2.8,5.0,3.9,4.0,4.6
1876,61+,Bachelor's,60k-100k,Suburban,Seen,5.0,4.1,2.6,4.9,3.5,4.4,4.2
1877,61+,Some College,60k-100k,Rural,Seen,3.3,2.5,2.8,4.0,4.2,4.5,4.9
1878,61+,Some College,60k-100k,Suburban,Seen,2.6,1.9,2.3,5.0,4.5,4.3,3.8
1879,61+,Bachelor's,60k-100k,Rural,None,4.1,2.7,3.1,5.0,3.3,4.1,3.9
1880,61+,Some College,30k-60k,Suburban,Seen,3.9,3.4,3.4,5.0,2.7,5.0,4.1
1881,61+,Bachelor's,60k-100k,Urban,None,3.9,3.3,2.2,4.5,4.1,4.5,3.9
1882,61+,High School,>150k,Suburban,None,4.1,3.4,2.1,5.0,4.8,4.8,3.5
1883,61+,Bachelor's,>150k,Suburban,None,3.8,3.5,2.9,4.0,4.6,4.7,3.9
1884,61+,High School,60k-100k,Urban,None,3.8,2.9,2.7,5.0,4.0,4.1,3.8
1885,61+,Bachelor's,30k-60k,Suburban,None,3.2,3.0,2.8,5.0,4.8,4.0,3.7
1886,61+,Bachelor's,30k-60k,Urban,None,4.7,3.5,2.4,4.3,5.0,4.3,3.5
1887,61+,Bachelor's,<30k,Urban,None,3.9,3.7,2.5,4.5,4.3,4.3,4.7
1888,61+,High School,100k-150k,Rural,Seen,3.6,2.1,3.1,4.5,3.6,4.6,3.0
1889,61+,Some College,30k-60k,Suburban,None,2.5,2.8,3.1,4.9,4.3,4.1,3.7
1890,61+,High School,<30k,Suburban,None,4.4,3.3,3.4,4.9,4.2,4.5,4.0
1891,61+,High School,60k-100k,Suburban,None,3.2,3.5,3.4,3.7,3.5,4.0,3.5
1892,61+,Graduate Degree,<30k,Urban,None,5.0,4.5,3.0,4.3,3.7,4.2,3.5
1893,61+,Some College,30k-60k,Suburban,None,2.9,2.9,2.7,5.0,4.0,4.0,3.8
1894,61+,High School,60k-100k,Urban,Seen,4.7,4.5,2.3,4.1,4.2,4.0,4.0
1895,61+,Some College,30k-60k,Rural,None,4.5,4.1,2.6,4.0,4.7,3.9,4.4
1896,61+,Graduate Degree,100k-150k,Suburban,None,2.0,2.2,3.3,4.7,4.4,3.2,4.7
1897,61+,Graduate Degree,30k-60k,Suburban,Seen,4.8,3.6,2.9,5.0,4.9,4.1,3.4
1898,61+,High School,30k-60k,Urban,None,4.4,3.8,2.7,4.9,4.2,4.5,4.0
1899,61+,Some College,30k-60k,Suburban,None,4.0,3.4,2.8,5.0,4.1,5.0,4.2
1900,61+,Some College,30k-60k,Suburban,Seen,5.0,3.6,4.5,4.1,4.0,4.3,3.4
1901,61+,Some College,<30k,Suburban,None,4.3,3.1,3.3,5.0,3.8,4.5,4.0
1902,61+,Bachelor's,100k-150k,Urban,None,3.2,3.2,3.2,5.0,3.5,4.4,3.7
1903,61+,Graduate Degree,100k-150k,Suburban,Interacted,4.2,3.0,3.2,4.5,3.9,3.7,4.8
1904,61+,Bachelor's,60k-100k,Urban,None,2.8,2.4,3.5,4.9,3.6,3.7,3.8
1905,61+,High School,60k-100k,Suburban,Seen,4.6,4.2,3.5,4.8,4.0,3.8,4.7
1906,61+,Bachelor's,<30k,Suburban,None,3.2,3.2,3.4,5.0,4.7,4.9,3.9
1907,61+,Bachelor's,60k-100k,Suburban,Seen,2.9,2.8,3.1,4.3,4.6,3.9,4.3
1908,61+,Bachelor's,>150k,Rural,None,2.4,2.3,3.0,5.0,3.8,4.7,3.8
1909,61+,Bachelor's,30k-60k,Suburban,Interacted,4.2,3.3,3.1,4.7,4.0,4.6,4.3
1910,61+,Some College,<30k,Suburban,None,4.5,3.6,2.3,4.7,5.0,4.0,4.0
1911,61+,High School,100k-150k,Urban,Seen,4.9,4.0,2.0,4.3,3.3,4.7,3.2
1912,61+,High School,30k-60k,Suburban,None,3.6,2.3,3.4,5.0,3.0,3.6,4.5
1913,61+,High School,30k-60k,Urban,None,4.2,3.8,2.4,4.1,4.1,4.5,3.3
1914,61+,Bachelor's,<30k,Suburban,Interacted,4.4,4.2,1.7,4.4,4.5,4.8,4.3
1915,61+,Graduate Degree,<30k,Urban,None,3.9,3.1,2.6,5.0,4.0,4.0,3.8
1916,61+,High School,100k-150k,Suburban,None,3.9,2.4,2.5,4.3,4.5,3.6,3.9
1917,61+,Bachelor's,<30k,Urban,None,4.1,3.7,2.8,5.0,3.2,4.4,3.6
1918,61+,Some College,30k-60k,Suburban,Seen,4.9,3.5,2.6,4.4,4.3,3.8,3.5
1919,61+,Bachelor's,60k-100k,Urban,None,3.7,3.6,2.7,4.4,3.8,4.1,3.5
1920,61+,Bachelor's,<30k,Rural,Seen,5.0,2.3,3.2,5.0,4.3,3.3,4.1
1921,61+,Some College,>150k,Suburban,Seen,3.6,2.7,3.1,4.0,3.7,4.5,4.3
1922,61+,High School,60k-100k,Suburban,None,3.0,3.8,3.1,5.0,3.4,3.9,3.9
1923,61+,Some College,100k-150k,Suburban,None,5.0,4.2,2.9,5.0,4.8,4.6,4.7
1924,61+,High School,30k-60k,Urban,None,5.0,3.3,2.0,4.7,4.7,4.8,3.9
1925,61+,Some College,30k-60k,Suburban,None,4.2,3.7,3.3,4.3,3.9,3.8,4.4
1926,61+,Some College,<30k,Urban,Seen,3.3,3.9,3.3,5.0,4.4,4.8,4.6
1927,61+,High School,30k-60k,Urban,None,3.5,2.5,2.5,4.6,4.6,3.6,3.6
1928,61+,Bachelor's,30k-60k,Rural,Seen,4.0,4.0,3.0,4.4,3.4,4.8,3.9
1929,61+,High School,30k-60k,Rural,Seen,3.3,3.3,3.6,5.0,4.9,3.1,4.8
1930,61+,Some College,30k-60k,Urban,Interacted,4.5,4.1,3.5,4.6,4.3,4.6,4.3
1931,61+,High School,60k-100k,Suburban,None,2.9,3.5,3.4,4.3,4.4,4.5,4.5
1932,61+,Some College,60k-100k,Urban,None,3.7,2.9,2.5,4.5,3.9,4.4,3.6
1933,61+,Bachelor's,<30k,Urban,None,5.0,3.7,2.6,4.0,3.8,3.7,4.3
1934,61+,Some College,>150k,Urban,None,5.0,3.6,2.6,5.0,4.6,4.4,3.8
1935,61+,High School,30k-60k,Suburban,Seen,3.8,3.0,2.9,3.7,4.8,3.6,3.8
1936,61+,Some College,<30k,Urban,None,1.9,2.7,3.8,4.4,4.1,3.7,4.1
1937,61+,Bachelor's,30k-60k,Suburban,None,1.7,2.6,2.6,5.0,4.4,4.9,4.0
1938,61+,Graduate Degree,<30k,Suburban,Seen,4.1,3.1,3.0,4.6,4.4,4.2,4.4
1939,61+,Graduate Degree,<30k,Suburban,None,2.7,2.9,3.2,4.3,3.9,4.1,4.0
1940,61+,High School,60k-100k,Suburban,Seen,3.2,2.7,3.4,5.0,3.7,4.8,5.0
1941,61+,Graduate Degree,30k-60k,Rural,Seen,3.6,3.6,2.4,4.8,4.4,4.3,4.4
1942,61+,Bachelor's,>150k,Suburban,None,3.2,4.0,2.1,4.3,3.6,4.2,3.7
1943,61+,Graduate Degree,<30k,Suburban,Interacted,3.7,3.8,2.7,4.8,3.8,4.4,3.8
1944,61+,Bachelor's,60k-100k,Urban,None,3.6,3.0,3.1,4.0,5.0,4.5,3.5
1945,61+,Bachelor's,60k-100k,Suburban,None,3.8,3.2,2.0,4.0,4.6,4.7,4.2
1946,61+,Bachelor's,60k-100k,Suburban,None,3.4,3.3,3.2,4.8,3.8,4.4,4.0
1947,61+,Some College,30k-60k,Urban,Seen,3.6,2.6,2.0,5.0,3.2,5.0,3.6
1948,61+,High School,<30k,Suburban,None,3.9,3.2,3.1,5.0,3.7,4.4,3.3
1949,61+,Bachelor's,<30k,Suburban,Seen,3.2,3.7,3.3,4.7,4.1,4.5,4.3
1950,61+,Bachelor's,100k-150k,Urban,Seen,4.3,2.1,2.4,3.9,3.2,3.7,3.9
1951,61+,Some College,100k-150k,Suburban,None,4.1,3.7,3.3,4.1,3.8,4.8,3.4
1952,61+,Graduate Degree,60k-100k,Suburban,None,4.9,3.4,2.8,5.0,3.9,3.9,3.8
1953,61+,Bachelor's,100k-150k,Urban,Seen,3.8,3.4,2.4,4.7,4.1,4.3,4.7
1954,61+,Bachelor's,<30k,Urban,Seen,1.8,3.1,2.6,4.8,3.8,4.4,4.5
1955,61+,Bachelor's,<30k,Urban,None,4.3,3.1,3.5,4.2,3.8,4.7,4.2
1956,61+,High School,60k-100k,Urban,None,3.9,3.8,2.6,4.5,4.4,5.0,3.5
1957,61+,Some College,100k-150k,Urban,Seen,4.1,3.3,2.8,4.3,5.0,5.0,3.8
1958,61+,Some College,60k-100k,Suburban,None,4.0,4.2,2.0,5.0,4.4,4.2,4.3
1959,61+,Bachelor's,30k-60k,Suburban,None,3.7,3.2,3.0,4.8,4.4,5.0,3.7
1960,61+,High School,<30k,Suburban,Interacted,4.7,4.0,1.7,4.0,4.3,4.7,4.0
1961,61+,Graduate Degree,<30k,Urban,None,3.2,3.5,4.2,4.4,3.2,3.9,3.5
1962,61+,Bachelor's,30k-60k,Rural,None,3.8,3.4,3.1,4.6,4.6,4.5,3.9
1963,61+,Bachelor's,30k-60k,Urban,None,2.7,2.7,2.7,4.4,4.2,5.0,3.6
1964,61+,Graduate Degree,30k-60k,Suburban,None,4.2,2.6,3.4,4.7,4.3,3.7,4.4
1965,61+,Graduate Degree,30k-60k,Rural,None,3.8,4.3,2.8,4.9,4.9,3.7,3.4
1966,61+,High School,30k-60k,Rural,Seen,3.4,3.2,2.4,4.6,4.5,5.0,4.1
1967,61+,Some College,60k-100k,Urban,Seen,3.0,3.5,2.9,4.7,4.4,3.3,3.4
1968,61+,Bachelor's,60k-100k,Urban,Seen,3.6,2.7,2.9,4.3,4.2,4.7,3.9
1969,61+,Some College,100k-150k,Suburban,Seen,4.6,3.7,2.6,5.0,4.0,4.0,4.5
1970,61+,Bachelor's,60k-100k,Urban,Seen,3.8,3.6,3.2,5.0,3.1,4.2,4.1
1971,61+,High School,<30k,Urban,Seen,4.4,3.6,2.7,4.7,4.2,4.3,4.5
1972,61+,Some College,100k-150k,Urban,None,3.3,2.4,2.4,5.0,3.6,4.9,3.9
1973,61+,Bachelor's,60k-100k,Urban,None,5.0,3.9,2.9,4.9,4.1,4.9,3.9
1974,61+,Graduate Degree,60k-100k,Urban,None,3.2,2.6,3.4,4.6,3.2,3.5,4.4
1975,61+,High School,30k-60k,Urban,Seen,3.8,3.7,2.5,5.0,4.2,3.6,4.7
1976,61+,High School,100k-150k,Urban,None,5.0,3.3,3.1,4.6,4.2,4.4,3.9
1977,61+,Bachelor's,>150k,Suburban,None,3.2,2.9,2.5,4.2,4.2,3.9,3.6
1978,61+,Bachelor's,30k-60k,Urban,Seen,4.8,3.5,3.3,4.1,3.2,4.1,4.2
1979,61+,Bachelor's,100k-150k,Rural,Interacted,2.9,3.2,2.7,5.0,4.1,5.0,3.4
1980,61+,High School,<30k,Rural,None,3.8,3.7,2.7,4.8,4.5,4.1,4.1
1981,61+,High School,<30k,Urban,None,4.1,3.8,2.9,4.6,3.7,3.9,4.3
1982,61+,Some College,<30k,Urban,None,3.0,3.7,2.8,3.9,4.8,3.7,4.3
1983,61+,Some College,60k-100k,Suburban,None,3.7,2.6,3.2,4.5,3.6,4.7,3.3
1984,61+,Some College,30k-60k,Suburban,None,4.3,4.0,3.0,4.9,3.9,4.0,2.9
1985,61+,Some College,30k-60k,Urban,Interacted,3.1,3.3,2.0,5.0,4.4,5.0,3.7
1986,61+,Some College,60k-100k,Suburban,Interacted,4.9,3.7,2.2,4.1,3.6,4.8,4.2
1987,61+,Graduate Degree,100k-150k,Urban,Interacted,4.1,3.8,3.2,5.0,4.7,4.7,3.9
1988,61+,High School,30k-60k,Suburban,None,4.1,3.5,2.5,5.0,3.5,4.1,4.5
1989,61+,Some College,30k-60k,Urban,Seen,2.9,3.6,3.1,4.9,4.6,3.4,3.9
1990,61+,High School,100k-150k,Urban,None,4.6,3.3,3.6,4.6,3.6,4.2,3.7
1991,61+,Bachelor's,30k-60k,Suburban,None,5.0,3.1,2.0,5.0,4.6,4.9,4.6
1992,61+,Graduate Degree,<30k,Rural,Seen,3.6,4.0,3.7,4.3,3.9,3.5,4.6
1993,61+,Bachelor's,30k-60k,Urban,Seen,3.5,3.4,3.6,3.9,4.6,5.0,3.8
1994,61+,Some College,60k-100k,Suburban,Interacted,5.0,5.0,2.3,4.5,3.7,3.9,3.6
1995,61+,High School,60k-100k,Suburban,Seen,3.2,3.1,2.9,4.6,4.1,4.8,3.3
1996,61+,Bachelor's,<30k,Urban,None,3.0,2.5,2.8,4.7,4.1,3.4,4.7
1997,61+,Bachelor's,>150k,Urban,None,5.0,3.6,3.1,5.0,4.4,4.8,3.8
1998,61+,Some College,60k-100k,Urban,None,2.7,2.7,1.9,4.4,5.0,3.6,4.2
1999,61+,Graduate Degree,30k-60k,Urban,None,4.5,3.2,2.9,4.6,3.2,4.4,3.3
2000,61+,Graduate Degree,60k-100k,Suburban,None,3.4,2.5,3.4,4.6,3.8,4.7,4.5
2001,61+,Some College,60k-100k,Urban,Seen,4.5,3.0,2.4,4.4,3.5,4.1,3.8
2002,61+,Bachelor's,60k-100k,Suburban,None,3.4,3.0,2.6,4.7,4.3,3.8,5.0
2003,61+,Some College,100k-150k,Urban,Seen,4.5,3.4,3.4,4.8,3.8,4.0,3.5
2004,61+,Some College,100k-150k,Suburban,None,3.9,3.1,2.3,5.0,2.9,4.2,3.3
2005,61+,High School,<30k,Suburban,None,3.4,1.7,2.9,5.0,3.0,4.6,3.3
2006,61+,Some College,<30k,Urban,Seen,3.5,3.4,3.2,4.3,4.1,3.9,3.9
2007,61+,Bachelor's,60k-100k,Suburban,None,3.7,3.5,2.7,4.8,3.8,4.5,4.1
2008,61+,High School,30k-60k,Urban,None,3.3,3.3,2.9,4.4,4.2,4.0,3.5
2009,61+,Bachelor's,<30k,Urban,Seen,4.3,2.7,3.0,4.7,3.7,4.8,3.5
2010,61+,Some College,100k-150k,Suburban,None,5.0,4.3,2.8,5.0,4.1,3.9,3.5
2011,61+,High School,60k-100k,Urban,None,2.5,2.5,3.3,5.0,4.8,4.7,3.8
2012,61+,Bachelor's,>150k,Suburban,None,4.1,2.8,2.6,5.0,3.4,5.0,4.7
2013,61+,Some College,<30k,Suburban,None,4.2,4.0,2.6,4.9,4.4,3.5,4.6
2014,61+,Graduate Degree,30k-60k,Urban,Seen,4.1,2.9,3.8,4.5,3.5,3.6,4.1
2015,61+,Bachelor's,30k-60k,Suburban,None,4.1,4.4,2.9,4.5,4.3,5.0,2.7
2016,61+,Graduate Degree,60k-100k,Suburban,None,3.1,3.0,2.6,4.7,4.7,4.9,3.2
2017,61+,Some College,>150k,Urban,Seen,5.0,4.7,3.3,4.9,4.5,5.0,3.6
2018,61+,Some College,<30k,Rural,Seen,3.9,3.0,2.5,4.5,4.3,5.0,3.6
2019,61+,High School,60k-100k,Suburban,Seen,4.9,3.9,3.1,5.0,4.3,4.1,4.9
2020,61+,Graduate Degree,100k-150k,Rural,None,4.8,4.1,2.8,5.0,3.9,3.7,3.9
2021,61+,Some College,<30k,Urban,Seen,3.7,3.1,2.3,4.5,3.9,3.7,4.1
2022,61+,Some College,30k-60k,Urban,Seen,4.9,3.3,3.9,5.0,2.9,5.0,4.0
2023,61+,Bachelor's,>150k,Urban,Seen,2.3,3.4,3.6,5.0,4.2,3.8,3.5
2024,61+,Some College,>150k,Suburban,None,2.9,2.9,3.0,4.5,3.9,4.3,3.9
2025,61+,Some College,60k-100k,Suburban,None,4.9,3.5,2.6,4.4,3.8,4.2,4.8
2026,61+,Some College,30k-60k,Suburban,None,3.9,4.5,2.6,4.2,3.2,4.1,4.1
2027,61+,Some College,60k-100k,Suburban,None,3.8,3.2,3.9,4.6,4.6,4.5,3.9
2028,61+,Some College,60k-100k,Urban,Seen,2.6,2.5,2.8,4.6,5.0,3.4,3.6
2029,61+,Bachelor's,<30k,Urban,None,3.5,3.3,3.2,5.0,3.5,4.2,4.6
2030,61+,High School,60k-100k,Urban,Seen,5.0,4.3,3.2,4.2,3.8,4.6,4.5
2031,61+,High School,30k-60k,Suburban,Seen,3.3,3.6,3.5,5.0,4.6,3.9,4.9
2032,61+,High School,60k-100k,Suburban,None,4.5,4.7,2.9,4.5,4.3,3.8,4.3
2033,61+,Bachelor's,60k-100k,Suburban,Seen,3.7,3.6,3.2,4.1,4.7,4.4,3.7
2034,61+,Bachelor's,60k-100k,Urban,Seen,4.4,4.0,3.0,5.0,3.9,5.0,2.8
2035,61+,Bachelor's,>150k,Rural,None,3.6,3.2,3.4,5.0,4.0,4.0,3.3
2036,61+,Bachelor's,100k-150k,Rural,Interacted,3.9,4.5,2.8,4.0,3.8,3.9,4.4
2037,61+,Bachelor's,30k-60k,Suburban,None,4.5,3.7,3.2,4.7,4.2,4.3,4.2
2038,61+,High School,<30k,Suburban,Seen,3.9,2.9,3.6,4.3,4.4,3.8,5.0
2039,61+,Some College,<30k,Suburban,Seen,3.6,3.2,2.6,4.8,3.4,4.0,3.8
2040,61+,High School,<30k,Urban,None,3.4,3.2,3.6,4.4,4.7,4.1,3.3
2041,61+,Bachelor's,30k-60k,Urban,None,4.3,3.7,3.5,5.0,3.4,4.9,2.7
2042,61+,High School,60k-100k,Suburban,Seen,3.7,3.9,3.7,5.0,3.9,4.1,4.1
2043,61+,Bachelor's,100k-150k,Suburban,None,3.5,2.9,3.3,4.6,3.7,3.9,4.4
2044,61+,Graduate Degree,60k-100k,Urban,Seen,4.0,3.4,3.2,5.0,3.8,5.0,4.4
2045,61+,Bachelor's,100k-150k,Rural,Seen,4.6,3.7,3.1,4.8,3.2,4.9,3.2
2046,61+,High School,30k-60k,Rural,None,4.7,3.5,2.1,4.4,4.7,4.4,4.1
2047,61+,Some College,60k-100k,Urban,Seen,4.8,3.2,2.7,3.9,3.6,4.5,3.6
2048,61+,Bachelor's,30k-60k,Suburban,None,3.5,2.5,3.4,4.0,4.6,4.0,3.9
2049,61+,Bachelor's,30k-60k,Suburban,None,2.9,2.6,2.7,5.0,4.5,4.5,3.6
2050,61+,Some College,60k-100k,Rural,Seen,4.5,3.5,2.1,5.0,3.9,3.9,3.9
2051,61+,High School,60k-100k,Urban,None,4.0,3.0,2.9,4.4,3.9,4.9,4.3
2052,61+,Bachelor's,60k-100k,Suburban,None,4.6,3.5,3.2,4.2,4.1,4.1,5.0
2053,61+,Graduate Degree,30k-60k,Suburban,None,2.4,3.5,4.3,5.0,4.2,4.5,4.0
2054,61+,Bachelor's,<30k,Urban,None,2.7,2.9,3.6,4.3,3.2,4.6,3.8
2055,61+,Graduate Degree,<30k,Urban,None,3.8,3.9,2.8,5.0,4.0,4.0,3.2
2056,61+,Graduate Degree,<30k,Urban,None,3.4,3.3,2.8,5.0,3.3,4.8,3.7
2057,61+,Bachelor's,<30k,Urban,None,3.7,3.3,2.7,4.5,4.7,5.0,3.5
2058,61+,Graduate Degree,60k-100k,Rural,None,4.6,3.3,2.4,3.7,3.2,5.0,3.9
2059,61+,High School,30k-60k,Suburban,None,4.4,3.0,2.1,5.0,3.8,2.9,4.4
2060,61+,Graduate Degree,100k-150k,Urban,None,4.2,3.6,3.5,4.4,3.6,4.9,3.8
2061,61+,Some College,60k-100k,Urban,Seen,4.2,3.7,3.1,4.4,4.3,3.9,4.5
2062,61+,Graduate Degree,100k-150k,Suburban,None,4.8,3.8,2.7,4.3,5.0,4.8,4.4
2063,61+,Some College,<30k,Suburban,None,4.9,3.6,2.5,4.0,4.1,4.2,4.0
2064,61+,Some College,30k-60k,Urban,None,2.9,3.0,2.8,5.0,4.3,4.0,3.9
2065,61+,Bachelor's,<30k,Suburban,Seen,3.5,3.8,3.1,4.7,3.5,4.8,3.6
2066,61+,Bachelor's,<30k,Suburban,None,2.9,2.8,3.4,4.9,4.2,3.5,4.3
2067,61+,Bachelor's,60k-100k,Urban,None,3.3,3.0,2.8,4.8,3.5,3.8,4.7
2068,61+,Bachelor's,30k-60k,Rural,None,3.6,4.0,3.0,4.1,4.1,4.3,3.8
2069,61+,Bachelor's,60k-100k,Suburban,None,2.2,2.5,3.7,5.0,3.8,3.9,3.0
2070,61+,High School,30k-60k,Urban,Interacted,4.5,4.1,3.5,4.6,5.0,4.0,4.7
2071,61+,Some College,>150k,Suburban,Seen,4.8,4.2,3.0,5.0,3.7,3.7,3.0
2072,61+,Graduate Degree,60k-100k,Urban,None,2.3,3.0,2.8,3.5,3.8,3.9,3.8
2073,61+,Bachelor's,30k-60k,Urban,Interacted,4.6,4.2,2.7,4.7,4.6,4.4,4.3
2074,61+,Bachelor's,60k-100k,Rural,Seen,5.0,4.3,2.5,4.2,3.7,4.5,4.4
2075,61+,Some College,30k-60k,Suburban,None,4.3,3.0,2.9,4.2,3.7,4.4,5.0
2076,61+,Some College,60k-100k,Rural,None,3.7,2.9,3.3,5.0,4.4,4.2,3.6
2077,61+,Graduate Degree,<30k,Suburban,None,3.5,3.9,2.7,4.6,4.7,4.0,3.8
2078,61+,Bachelor's,<30k,Suburban,Seen,4.3,4.0,3.2,4.6,3.6,5.0,4.9
2079,61+,High School,<30k,Rural,None,3.4,4.3,2.9,3.9,4.4,3.6,4.0
2080,61+,Graduate Degree,60k-100k,Suburban,None,3.8,2.3,2.8,4.7,4.3,4.3,3.7
2081,61+,Bachelor's,30k-60k,Suburban,None,4.4,3.4,2.5,5.0,3.4,3.9,4.2
2082,61+,High School,<30k,Urban,None,3.3,2.6,3.0,4.9,4.1,4.5,3.8
2083,61+,Some College,30k-60k,Suburban,Interacted,5.0,4.0,2.9,4.9,3.9,4.4,3.5
2084,61+,Bachelor's,30k-60k,Urban,None,1.0,2.9,3.3,4.0,3.6,4.4,3.5
2085,61+,Bachelor's,30k-60k,Suburban,Seen,3.5,3.4,1.8,4.7,4.4,4.7,4.4
2086,61+,High School,>150k,Urban,Interacted,4.2,3.9,3.3,4.6,3.9,4.5,4.0
2087,61+,High School,<30k,Suburban,Interacted,4.0,4.3,2.9,5.0,3.7,3.7,4.9
2088,61+,Some College,100k-150k,Suburban,None,4.5,3.4,3.0,4.3,5.0,4.0,3.1
2089,61+,High School,30k-60k,Suburban,None,3.4,3.4,3.4,5.0,3.4,4.4,4.8
2090,61+,High School,<30k,Urban,None,5.0,4.0,4.1,4.6,3.8,4.9,3.2
2091,61+,Some College,30k-60k,Rural,Seen,2.5,2.7,3.0,3.7,4.9,4.1,4.1
2092,61+,Graduate Degree,100k-150k,Suburban,None,4.8,2.9,2.2,4.3,3.8,4.1,4.5
2093,61+,Graduate Degree,>150k,Suburban,None,3.6,4.4,3.1,5.0,4.4,4.5,5.0
2094,61+,Graduate Degree,30k-60k,Urban,None,4.6,3.7,3.6,4.0,4.0,4.8,3.9
2095,61+,High School,>150k,Suburban,None,3.5,2.9,2.9,4.5,4.5,4.4,2.8
2096,61+,Bachelor's,<30k,Urban,None,4.6,3.5,3.0,3.5,4.1,4.7,3.6
